id,uuid,observed_on,time_observed_at,time_zone,user_name,created_at,quality_grade,url,image_url,sound_url,description,num_identification_agreements,num_identification_disagreements,place_guess,latitude,longitude,private_place_guess,private_latitude,private_longitude,geoprivacy,coordinates_obscured,place_town_name,species_guess,scientific_name,common_name
152557817,1866ca0e-de83-4991-bc03-e331fd0f1c32,2023-03-25,2023-03-25 22:10:29 UTC,Pacific Time (US & Canada),,2023-03-27 22:30:07 UTC,research,https://www.inaturalist.org/observations/152557817,https://inaturalist-open-data.s3.amazonaws.com/photos/263372804/medium.jpg,,"",3,0,"San Juan County, US-WA, US",48.5650959451,-122.9517839254,,,,,true,,Orca,Orcinus orca,Orca
152909232,66408697-a2ef-430e-b129-7c366b6b1eb6,2023-03-29,2023-03-30 00:55:46 UTC,Pacific Time (US & Canada),"",2023-03-31 06:40:31 UTC,research,https://www.inaturalist.org/observations/152909232,https://inaturalist-open-data.s3.amazonaws.com/photos/264026120/medium.jpeg,,The really small black dot on the water is the whales ,2,0,"Washington, US",48.5160916624,-122.9910837431,,,,,true,,Orca,Orcinus orca,Orca
153011642,efd10a7b-92e0-4de4-bd4d-521fe4665741,2023-03-22,2023-03-22 20:44:00 UTC,Pacific Time (US & Canada),Josh Houston,2023-04-01 06:03:15 UTC,research,https://www.inaturalist.org/observations/153011642,https://inaturalist-open-data.s3.amazonaws.com/photos/264218404/medium.jpg,,"",6,0,"Washington, US",47.8570750227,-122.434410306,,,,,true,,Orca,Orcinus orca,Orca
153016445,7a13a42d-2dd6-48c6-8c91-21d770bf72ca,2022-10-22,2022-10-22 21:10:35 UTC,Pacific Time (US & Canada),John Dresow,2023-04-01 07:39:57 UTC,research,https://www.inaturalist.org/observations/153016445,https://static.inaturalist.org/photos/264228518/medium.jpeg,,,6,0,United States,48.5866632327,-122.6034326007,,,,,true,,Orca,Orcinus orca,Orca
153466861,d57c3fae-b881-4ea6-b157-53d5c38fca89,2023-03-29,2023-03-29 21:55:05 UTC,Pacific Time (US & Canada),,2023-04-04 17:38:50 UTC,research,https://www.inaturalist.org/observations/153466861,https://inaturalist-open-data.s3.amazonaws.com/photos/265064313/medium.jpg,,"",6,0,"San Juan County, US-WA, US",48.5990006307,-123.0863088453,,,,,true,,Orca,Orcinus orca,Orca
153698970,2f5828ed-b0d1-4d93-b2ab-a32232197c26,2023-04-05,2023-04-05 18:30:00 UTC,Pacific Time (US & Canada),,2023-04-06 16:13:30 UTC,research,https://www.inaturalist.org/observations/153698970,https://inaturalist-open-data.s3.amazonaws.com/photos/265494107/medium.jpg,,J pod,7,0,"San Juan County, US-WA, US",48.4683146922,-123.0504548323,,,,,true,,Orca,Orcinus orca,Orca
153863332,b8f97f4d-28ed-4499-a724-947041cb6e5c,2023-04-06,2023-04-06 20:00:00 UTC,Pacific Time (US & Canada),Dan Zanko,2023-04-07 22:10:55 UTC,research,https://www.inaturalist.org/observations/153863332,https://static.inaturalist.org/photos/265797087/medium.png,,Member of the J pod.,2,0,"Washington, US",47.5395519984,-122.5861878742,,,,,true,,Orca,Orcinus orca,Orca
154706071,114090a8-f7de-461b-a675-c825d66eb848,2023-04-10,2023-04-10 17:11:00 UTC,Pacific Time (US & Canada),Chris Jendrey,2023-04-13 15:22:18 UTC,research,https://www.inaturalist.org/observations/154706071,https://static.inaturalist.org/photos/267340912/medium.jpg,,"Me and my coworkers saw approximately 8 orcas just inside Totten Inlet on Monday. I was only able to get a short video of two individuals, so these are screenshots. The second and third images are both showing the same individual.

Here’s the coordinates from my video: 47.17000° N, 122.95610° W

More info here: https://www.facebook.com/100069995509782/posts/pfbid05r2Ft9dFvT6X7V8hZJRGhDUrJBMueyjubdWczPkBdPjN1D4c9iY85nL1o6Awqe5jl/?mibextid=tejx2t",7,0,"Washington, US",47.1059310811,-122.9993509843,,,,,true,,Orca,Orcinus orca,Orca
155203557,8e4ba95c-1178-4ee1-b564-99ad3cc02de7,2023-04-13,2023-04-13 20:26:00 UTC,Pacific Time (US & Canada),ybmagpye,2023-04-16 19:22:45 UTC,research,https://www.inaturalist.org/observations/155203557,https://inaturalist-open-data.s3.amazonaws.com/photos/268249432/medium.jpeg,,"Approximately 4 females, 2 calves",6,0,"Washington, US",48.2471731841,-122.6827041334,,,,,true,,Orca,Orcinus orca,Orca
156525138,e5d19b9f-a9fe-45e2-a4d5-9d41cdacf69c,2023-04-23,2023-04-23 20:47:00 UTC,Pacific Time (US & Canada),"",2023-04-25 03:18:14 UTC,research,https://www.inaturalist.org/observations/156525138,https://inaturalist-open-data.s3.amazonaws.com/photos/270671237/medium.jpeg,,,6,0,"Washington, US",47.9996604282,-122.5481709211,,,,,true,,Orca,Orcinus orca,Orca
156528254,011f9bba-e3ed-437e-9e35-8beacf807954,2023-04-24,2023-04-25 03:49:47 UTC,Pacific Time (US & Canada),Tim Hillebrant,2023-04-25 03:50:47 UTC,research,https://www.inaturalist.org/observations/156528254,https://inaturalist-open-data.s3.amazonaws.com/photos/270676749/medium.jpeg,,,8,0,"Washington, US",47.4471744621,-122.5089496622,,,,,true,,Orca,Orcinus orca,Orca
156969276,9bd6a55f-3d05-4b42-8fda-39ad02f13164,2023-04-27,2023-04-27 18:48:00 UTC,Pacific Time (US & Canada),Gabe,2023-04-27 23:43:39 UTC,research,https://www.inaturalist.org/observations/156969276,https://inaturalist-open-data.s3.amazonaws.com/photos/271467398/medium.jpeg,,,8,0,"Washington, US",48.0304563645,-122.8472453501,,,,,true,,Orca,Orcinus orca,Orca
156969277,07f1971d-ae8f-442b-8e52-8fafb34ce171,2023-04-27,2023-04-27 18:26:00 UTC,Pacific Time (US & Canada),Gabe,2023-04-27 23:43:40 UTC,research,https://www.inaturalist.org/observations/156969277,https://inaturalist-open-data.s3.amazonaws.com/photos/271467826/medium.jpeg,,,6,0,"Washington, US",48.1637223051,-122.8896145482,,,,,true,,Orca,Orcinus orca,Orca
156969282,b4b1c72d-66d3-4063-889a-17c5ddb8434c,2023-04-27,2023-04-27 18:57:00 UTC,Pacific Time (US & Canada),Gabe,2023-04-27 23:43:40 UTC,research,https://www.inaturalist.org/observations/156969282,https://inaturalist-open-data.s3.amazonaws.com/photos/271468216/medium.jpeg,,,8,0,"Washington, US",48.023166197,-122.8643493301,,,,,true,,Orca,Orcinus orca,Orca
157951575,065e889c-0c84-4c5e-b551-ecf13e7205d0,2023-04-29,2023-04-29 21:06:01 UTC,Pacific Time (US & Canada),,2023-04-30 04:52:42 UTC,research,https://www.inaturalist.org/observations/157951575,https://inaturalist-open-data.s3.amazonaws.com/photos/273039906/medium.jpg,,"",5,0,"San Juan County, US-WA, US",48.5784518966,-123.0340686014,,,,,true,,Orca,Orcinus orca,Orca
157951926,94e5d3d5-f05f-41a3-83be-c99584d544c8,2023-04-29,2023-04-29 21:06:44 UTC,Pacific Time (US & Canada),,2023-04-30 04:53:52 UTC,research,https://www.inaturalist.org/observations/157951926,https://inaturalist-open-data.s3.amazonaws.com/photos/273040445/medium.jpg,,"",7,0,"San Juan County, US-WA, US",48.5263808161,-123.0942311432,,,,,true,,Orca,Orcinus orca,Orca
158963790,ea08a92c-afe9-4f00-8a4b-2b1d44a9e223,2023-04-29,2023-04-29 23:00:00 UTC,Pacific Time (US & Canada),"",2023-05-02 00:39:43 UTC,research,https://www.inaturalist.org/observations/158963790,https://inaturalist-open-data.s3.amazonaws.com/photos/274647745/medium.jpeg,,,5,0,"Washington, US",47.9201669498,-122.3596417345,,,,,true,,Orca,Orcinus orca,Orca
159583830,e72b1cd9-8675-4128-8efd-f4db4e15aebd,2023-05-03,2023-05-03 17:22:39 UTC,Pacific Time (US & Canada),Merrill Peterson,2023-05-04 03:57:17 UTC,research,https://www.inaturalist.org/observations/159583830,https://inaturalist-open-data.s3.amazonaws.com/photos/275729756/medium.jpeg,,,5,0,"Washington, US",48.5785443816,-122.6655448986,,,,,true,,Orca,Orcinus orca,Orca
160005425,4ae7e570-8a90-42af-ae2c-5ee65fee1575,2022-06-27,2022-06-27 14:43:09 UTC,Pacific Time (US & Canada),Jordan Michel,2023-05-06 03:46:00 UTC,research,https://www.inaturalist.org/observations/160005425,https://inaturalist-open-data.s3.amazonaws.com/photos/276474986/medium.jpg,,"",2,0,United States,47.9026398384,-124.7251853755,,,,,true,,Orca,Orcinus orca,Orca
160646856,9ad6d8c9-efaa-4f99-89b0-1602ae9a7af3,2023-05-05,2023-05-05 19:39:00 UTC,Pacific Time (US & Canada),Pete Kozich,2023-05-08 22:46:18 UTC,research,https://www.inaturalist.org/observations/160646856,https://inaturalist-open-data.s3.amazonaws.com/photos/277612729/medium.jpeg,,,4,0,"Washington, US",47.5369487316,-122.461529744,,,,,true,,Orca,Orcinus orca,Orca
161265766,f5761651-9e89-4b55-9708-2eb3ddfbae3c,2023-05-11,2023-05-11 11:08:53 UTC,Pacific Time (US & Canada),Meenakshi Bose,2023-05-12 17:52:51 UTC,research,https://www.inaturalist.org/observations/161265766,https://inaturalist-open-data.s3.amazonaws.com/photos/278732637/medium.jpg,,"",4,0,"Washington, US",47.4964855481,-122.4791064301,,,,,true,,Orca,Orcinus orca,Orca
162274238,38a54936-25d7-48c3-afa7-286d891ef120,2018-08-18,2018-08-18 10:02:00 UTC,Pacific Time (US & Canada),,2023-05-18 10:12:02 UTC,research,https://www.inaturalist.org/observations/162274238,https://inaturalist-open-data.s3.amazonaws.com/photos/280578495/medium.jpg,,"",5,0,"Washington, US",48.4786886385,-123.112813917,,,,obscured,true,,Orca,Orcinus orca,Orca
162405809,c34c1622-83c3-4b84-8967-8818dfde4cc3,2023-05-10,2023-05-10 22:34:00 UTC,Pacific Time (US & Canada),,2023-05-19 01:26:59 UTC,research,https://www.inaturalist.org/observations/162405809,https://inaturalist-open-data.s3.amazonaws.com/photos/280813995/medium.jpg,,"",6,0,"San Juan County, US-WA, US",48.4191158246,-123.0744096566,,,,,true,,Orca,Orcinus orca,Orca
162748475,58387ad1-f117-484a-bdfd-2a2c1301f6f9,2023-05-18,2023-05-18 20:01:00 UTC,Pacific Time (US & Canada),Pete Siminski,2023-05-20 20:56:22 UTC,research,https://www.inaturalist.org/observations/162748475,https://inaturalist-open-data.s3.amazonaws.com/photos/281427280/medium.jpeg,,Mother and calf. Part of pod of six. Apparent Transient Bigg's Ecotype. ,6,0,"Washington, US",48.0645537717,-122.5447716505,,,,,true,,Orca,Orcinus orca,Orca
163900497,9a8a4d4e-0716-48e2-ad17-49e69178b485,2019-06-27,2019-06-27 20:44:00 UTC,Pacific Time (US & Canada),C. Beuning,2023-05-26 23:43:02 UTC,research,https://www.inaturalist.org/observations/163900497,https://inaturalist-open-data.s3.amazonaws.com/photos/283534581/medium.jpg,,Orcas seen on a whale watching trip. Not able to get precise location.,5,0,"Washington, US",47.7363688818,-122.425830151,,,,,true,,Orca,Orcinus orca,Orca
164691364,88f6caf3-d8a5-4688-808b-e15822ddd036,2020-08-07,2020-08-07 19:15:00 UTC,Pacific Time (US & Canada),MHUltimate2015,2023-05-30 20:16:17 UTC,research,https://www.inaturalist.org/observations/164691364,https://static.inaturalist.org/photos/284982759/medium.png,,,5,0,"Washington, US",48.2964274501,-123.1738801734,,,,,true,,Orca,Orcinus orca,Orca
165553295,fe3c0f6e-93e2-48dd-86f4-9cab01764497,2023-06-03,2023-06-03 23:48:00 UTC,Pacific Time (US & Canada),Cristal Espinosa,2023-06-04 17:49:14 UTC,research,https://www.inaturalist.org/observations/165553295,https://static.inaturalist.org/photos/286585895/medium.jpg,,"",4,0,"Washington, US",48.6112227087,-123.1700863953,,,,,true,,Orca,Orcinus orca,Orca
165555026,809406ed-dd31-44aa-b6ad-9910480df607,2017-08-17,2017-08-17 23:06:00 UTC,Pacific Time (US & Canada),Anna Wittmer,2023-06-04 17:57:47 UTC,research,https://www.inaturalist.org/observations/165555026,https://static.inaturalist.org/photos/286588783/medium.jpg,,"",4,0,"San Juan County, US-WA, US",48.5019755376,-123.1136184018,,,,,true,,Orca,Orcinus orca,Orca
165902000,26df1043-fb8f-4d7f-a305-7e5d590f41e3,2023-06-05,2023-06-05 21:14:28 UTC,Pacific Time (US & Canada),Wendy Hood,2023-06-06 14:25:29 UTC,research,https://www.inaturalist.org/observations/165902000,https://inaturalist-open-data.s3.amazonaws.com/photos/287233904/medium.jpg,,First photo for metadata. Lots of great photos on SLR. Bad photo included taken of my photo on laptop. ,3,0,"Washington, US",48.5847251445,-123.1371390572,,,,,true,,Orca,Orcinus orca,Orca
165955081,6bbff11d-0d1e-41a6-8373-5deb3871376c,2023-06-06,2023-06-06 19:49:38 UTC,Pacific Time (US & Canada),"",2023-06-06 19:51:50 UTC,research,https://www.inaturalist.org/observations/165955081,https://inaturalist-open-data.s3.amazonaws.com/photos/287330478/medium.jpeg,,,4,0,"Washington, US",48.0788543059,-122.5801594452,,,,,true,,Orca,Orcinus orca,Orca
166003744,8b858e39-bc5c-48a3-8a16-7f223cbd7c14,2023-06-06,2023-06-06 20:13:00 UTC,Pacific Time (US & Canada),Andrea Wuenschel,2023-06-07 01:47:43 UTC,research,https://www.inaturalist.org/observations/166003744,https://inaturalist-open-data.s3.amazonaws.com/photos/287423311/medium.jpeg,,,4,0,"Washington, US",48.0129918156,-122.4423086268,,,,obscured,true,,Orca,Orcinus orca,Orca
166010534,798aeeae-dd30-4c44-bc45-83c8a37e3afe,2023-06-06,2023-06-06 20:11:52 UTC,Pacific Time (US & Canada),"",2023-06-07 02:42:30 UTC,research,https://www.inaturalist.org/observations/166010534,https://inaturalist-open-data.s3.amazonaws.com/photos/287437668/medium.jpeg,,,2,0,"Washington, US",48.0534001331,-122.592934451,,,,obscured,true,,Orque,Orcinus orca,Orca
166353232,030a641a-2499-494b-a12f-994466786099,2021-07-02,2021-07-02 18:40:00 UTC,Pacific Time (US & Canada),Lily Ji,2023-06-09 02:49:58 UTC,research,https://www.inaturalist.org/observations/166353232,https://inaturalist-open-data.s3.amazonaws.com/photos/288067651/medium.jpg,,,4,0,"San Juan County, US-WA, US",48.5205766841,-122.8991453255,,,,,true,,Orca,Orcinus orca,Orca
167029010,a6fe46fe-fcca-41ea-ad44-beeba70289af,2023-06-10,2023-06-10 18:27:41 UTC,Pacific Time (US & Canada),Tristan A. McKnight,2023-06-12 15:48:08 UTC,research,https://www.inaturalist.org/observations/167029010,https://inaturalist-open-data.s3.amazonaws.com/photos/289298825/medium.jpg,,"These were identified as a group of T046Bs and T085s, about 8 individuals of transient Bigg’s orcas. One young calf in there who kept jumping too high when it porpoised, way cute. 

Little boy Tristan was very excited— before my love of weasels, and long before robber flies, I was obsessed with whales, dolphins, and porpoises. Whale watching can be controversial I know, so we tried to find a relatively responsible outfit.",6,0,"Clallam County, US-WA, US",48.3879832396,-123.4121539892,,,,,true,,Orca,Orcinus orca,Orca
167248762,3a7af4f9-bc6e-4cdf-8177-1c7e38cdca7a,2023-06-13,2023-06-13 19:03:00 UTC,Pacific Time (US & Canada),Sam Dragon-Moore,2023-06-13 19:57:27 UTC,research,https://www.inaturalist.org/observations/167248762,https://inaturalist-open-data.s3.amazonaws.com/photos/289707003/medium.jpg,,"",6,0,"Washington, US",47.6981377354,-122.4455924309,,,,,true,,Orca,Orcinus orca,Orca
167249243,f4621492-5902-4d8b-9256-89d4da4f7ecd,2023-06-13,2023-06-13 18:03:00 UTC,Pacific Time (US & Canada),Sam Dragon-Moore,2023-06-13 20:00:32 UTC,research,https://www.inaturalist.org/observations/167249243,https://inaturalist-open-data.s3.amazonaws.com/photos/289707858/medium.jpg,,"",6,0,"Washington, US",47.6054072558,-122.4695623618,,,,,true,,Orca,Orcinus orca,Orca
167256111,9b85198f-6e03-4239-b870-32b65df95e6a,2023-06-13,2023-06-13 19:16:00 UTC,Pacific Time (US & Canada),Sam Dragon-Moore,2023-06-13 20:42:38 UTC,research,https://www.inaturalist.org/observations/167256111,https://inaturalist-open-data.s3.amazonaws.com/photos/289720981/medium.jpg,,"",6,0,"Washington, US",47.9134447598,-122.502027637,,,,,true,,Orca,Orcinus orca,Orca
167256397,c833040a-b71e-42a9-bd32-2e02b33eba1c,2023-06-13,2023-06-13 19:16:00 UTC,Pacific Time (US & Canada),Sam Dragon-Moore,2023-06-13 20:44:29 UTC,research,https://www.inaturalist.org/observations/167256397,https://inaturalist-open-data.s3.amazonaws.com/photos/289721419/medium.jpg,,"",6,0,"Washington, US",47.8699324795,-122.5113940341,,,,,true,,Orca,Orcinus orca,Orca
167256674,d3a277a1-c474-4149-97d3-47b3157f6907,2023-06-13,2023-06-13 19:16:00 UTC,Pacific Time (US & Canada),Sam Dragon-Moore,2023-06-13 20:46:15 UTC,research,https://www.inaturalist.org/observations/167256674,https://inaturalist-open-data.s3.amazonaws.com/photos/289721639/medium.jpg,,"",6,0,"Washington, US",47.9085917056,-122.5055372149,,,,,true,,Orca,Orcinus orca,Orca
168180832,b754dac0-999e-49da-b9e9-0142edf57cb1,2023-06-16,2023-06-16 18:41:00 UTC,Pacific Time (US & Canada),,2023-06-18 21:35:52 UTC,research,https://www.inaturalist.org/observations/168180832,https://static.inaturalist.org/photos/291428556/medium.jpg,,"T36B, I'm pretty sure.",4,0,"Washington, US",48.4036756026,-122.9628724621,,,,,true,,Orca,Orcinus orca,Orca
168518803,436df235-6ba4-450a-a0e0-a75f5a6f6196,2023-06-17,2023-06-17 18:08:31 UTC,Pacific Time (US & Canada),Kayla Freeman,2023-06-20 17:36:30 UTC,research,https://www.inaturalist.org/observations/168518803,https://static.inaturalist.org/photos/292061478/medium.jpg,,"",5,0,"Washington, US",47.8102317964,-122.5900804542,,,,,true,,Orca,Orcinus orca,Orca
168605486,b5a75cb0-5119-44d4-9e5a-755dfb8ad708,2023-06-18,2023-06-18 18:55:09 UTC,Pacific Time (US & Canada),Alyssa,2023-06-21 04:11:11 UTC,research,https://www.inaturalist.org/observations/168605486,https://inaturalist-open-data.s3.amazonaws.com/photos/292226385/medium.jpg,,T046D Strider and other transients,7,0,"Washington, US",48.5304649762,-123.2211954216,,,,,true,,Orca,Orcinus orca,Orca
168707268,2e8b160f-c801-4800-a090-8ff51de65e7b,2023-06-14,2023-06-14 23:14:00 UTC,Pacific Time (US & Canada),Sal Scibetta,2023-06-21 19:36:17 UTC,research,https://www.inaturalist.org/observations/168707268,https://inaturalist-open-data.s3.amazonaws.com/photos/292412392/medium.jpeg,,"",5,0,"Washington, US",48.5826951356,-123.224907464,,,,,true,,Orca,Orcinus orca,Orca
168787037,be9fe8f8-b509-493d-a434-eb4642cf1040,2023-06-21,2023-06-22 02:19:29 UTC,Pacific Time (US & Canada),,2023-06-22 07:15:15 UTC,research,https://www.inaturalist.org/observations/168787037,https://inaturalist-open-data.s3.amazonaws.com/photos/292565048/medium.jpg,,"",6,0,"Washington, US",47.3053405535,-122.595580203,,,,,true,,Orca,Orcinus orca,Orca
168955549,01c7f0ec-b2f9-44e2-8e0d-31bd0d8ddda1,2023-06-22,2023-06-22 19:21:29 UTC,Pacific Time (US & Canada),Shai Ben Ami,2023-06-23 07:06:38 UTC,research,https://www.inaturalist.org/observations/168955549,https://inaturalist-open-data.s3.amazonaws.com/photos/292872612/medium.jpg,,"",5,0,"Kitsap County, US-WA, US",47.6208678514,-122.7079198807,,,,,true,,kosatka dravá,Orcinus orca,Orca
169124296,3f567d9d-22d8-4d82-b5af-364052abd047,2023-06-17,2023-06-17 14:26:00 UTC,Pacific Time (US & Canada),Paul Coddington,2023-06-24 06:04:44 UTC,research,https://www.inaturalist.org/observations/169124296,https://inaturalist-open-data.s3.amazonaws.com/photos/293184198/medium.jpeg,,"",5,0,"Clallam County, US-WA, US",48.2023221619,-123.4920823344,,,,,true,,Orca,Orcinus orca,Orca
169912300,7c708e4b-c81f-4bc1-9dea-1b7d4f3fc5d0,2022-07-29,2022-07-29 23:22:58 UTC,Pacific Time (US & Canada),,2023-06-28 08:44:38 UTC,research,https://www.inaturalist.org/observations/169912300,https://inaturalist-open-data.s3.amazonaws.com/photos/294625681/medium.jpg,,"",4,0,"Washington, US",48.4243027645,-123.0220556389,,,,,true,,Orca,Orcinus orca,Orca
169921554,2dec0ad9-f23e-4a78-ac1f-9c727b88aad3,2023-06-23,2023-06-24 06:21:45 UTC,Pacific Time (US & Canada),,2023-06-28 10:50:32 UTC,research,https://www.inaturalist.org/observations/169921554,https://inaturalist-open-data.s3.amazonaws.com/photos/294642035/medium.jpg,,"",5,0,"Kitsap County, US-WA, US",47.7866691929,-122.6210381,,,,,true,,Orca,Orcinus orca,Orca
169937276,f532ce79-e72e-41bc-8705-da90120d85cd,2023-06-27,2023-06-27 20:42:33 UTC,Pacific Time (US & Canada),Jake Smith,2023-06-28 13:23:07 UTC,research,https://www.inaturalist.org/observations/169937276,https://static.inaturalist.org/photos/294671006/medium.jpg,,"",6,0,"Washington, US",48.6821347923,-122.9831116781,,,,,true,,Orca,Orcinus orca,Orca
170220781,f3b50bee-51ef-4ee8-a7f3-57c9ab99e4e6,2023-06-29,2023-06-29 18:10:00 UTC,Pacific Time (US & Canada),Jen,2023-06-30 03:24:14 UTC,research,https://www.inaturalist.org/observations/170220781,https://inaturalist-open-data.s3.amazonaws.com/photos/295205832/medium.jpg,,,5,0,"Washington, US",48.5644403761,-122.9106459213,,,,,true,,Orca,Orcinus orca,Orca
170424415,fe01a709-b644-4271-b626-1bd195fe4fbf,2023-06-11,2023-06-12 01:18:00 UTC,Pacific Time (US & Canada),Stephen Cox,2023-07-01 11:17:03 UTC,research,https://www.inaturalist.org/observations/170424415,https://inaturalist-open-data.s3.amazonaws.com/photos/295588018/medium.jpeg,,,6,0,"Mason County, US-WA, US",47.598113863,-123.1055037522,,,,,true,,Orca,Orcinus orca,Orca
170701559,833d4039-7ea7-4d41-94b8-f8100cc0d522,2023-07-02,2023-07-02 17:19:16 UTC,Pacific Time (US & Canada),"",2023-07-02 19:07:58 UTC,research,https://www.inaturalist.org/observations/170701559,https://inaturalist-open-data.s3.amazonaws.com/photos/296106866/medium.jpeg,,First one I've ever spotted!,4,0,"Washington, US",48.5779840218,-123.0938537203,,,,,true,,Orca,Orcinus orca,Orca
171620576,214b6346-4ed0-4c68-a18b-dee881574e67,2023-06-14,2023-06-14 22:28:00 UTC,Pacific Time (US & Canada),"",2023-07-07 20:35:12 UTC,research,https://www.inaturalist.org/observations/171620576,https://static.inaturalist.org/photos/297825070/medium.jpg,,,3,0,"Washington, US",47.6385460359,-122.4057276168,,,,,true,,Orca,Orcinus orca,Orca
171620578,de0401f5-2d56-4f98-9322-03c70085c5b6,2023-06-14,2023-06-14 22:42:00 UTC,Pacific Time (US & Canada),"",2023-07-07 20:35:12 UTC,research,https://www.inaturalist.org/observations/171620578,https://static.inaturalist.org/photos/297825289/medium.jpg,,,3,0,"Washington, US",47.6013552891,-122.4633832811,,,,,true,,Orca,Orcinus orca,Orca
171620585,61b0e8d7-9d2d-4891-a171-dd266162dcf1,2023-06-14,2023-06-14 22:44:00 UTC,Pacific Time (US & Canada),"",2023-07-07 20:35:13 UTC,research,https://www.inaturalist.org/observations/171620585,https://static.inaturalist.org/photos/297825464/medium.jpg,,,3,0,"Washington, US",47.7603171234,-122.4341768013,,,,,true,,Orca,Orcinus orca,Orca
172073997,4056c239-9ad6-452f-b58e-cafbc097c2cb,2023-07-05,2023-07-05 19:52:34 UTC,Pacific Time (US & Canada),bjeanwolf,2023-07-10 00:38:55 UTC,research,https://www.inaturalist.org/observations/172073997,https://inaturalist-open-data.s3.amazonaws.com/photos/298664494/medium.jpeg,,,3,0,"Washington, US",47.1702516024,-122.9957340379,,,,,true,,Orca,Orcinus orca,Orca
172083975,3a2c9c42-77ba-4c75-b10c-e955dc9861d4,2023-07-09,2023-07-09 23:26:04 UTC,Pacific Time (US & Canada),"",2023-07-10 01:43:36 UTC,research,https://www.inaturalist.org/observations/172083975,https://inaturalist-open-data.s3.amazonaws.com/photos/298682776/medium.jpeg,,Saw more orcas on the ferry!! There were two of them,4,0,United States,48.8631845712,-123.2997925307,,,,,true,,Orca,Orcinus orca,Orca
172091625,cc98d874-9016-4313-96a2-669dbf7387f3,2023-07-02,2023-07-02 17:18:00 UTC,Pacific Time (US & Canada),Laura,2023-07-10 02:37:04 UTC,research,https://www.inaturalist.org/observations/172091625,https://inaturalist-open-data.s3.amazonaws.com/photos/298696999/medium.jpg,,The whale staff at Lime Kiln Park said this was a member of L pod,5,0,"Washington, US",48.4447790851,-123.1648305684,,,,,true,,Orca,Orcinus orca,Orca
172276346,60218008-4d95-4a38-ac71-51d667b8136a,2023-06-29,2023-06-30 00:17:58 UTC,Pacific Time (US & Canada),,2023-07-11 03:37:10 UTC,research,https://www.inaturalist.org/observations/172276346,https://inaturalist-open-data.s3.amazonaws.com/photos/299048119/medium.jpg,,"",6,0,United States,48.9727646871,-123.1121103403,,,,,true,,Orca,Orcinus orca,Orca
172951972,325ac1c2-5487-4900-9706-76b8a01b4e45,2023-07-11,2023-07-12 04:19:10 UTC,Pacific Time (US & Canada),Katherine McDermott,2023-07-15 03:19:39 UTC,research,https://www.inaturalist.org/observations/172951972,https://inaturalist-open-data.s3.amazonaws.com/photos/300304209/medium.jpg,,T037As(-A1) and T036As ,4,0,"San Juan County, US-WA, US",48.5317202453,-122.9472779145,,,,,true,,Bigg's Killer Whale,Orcinus orca,Orca
173686056,92f0db72-7dfd-4c09-b8ad-23c9df153b4e,2023-05-28,2023-05-28 23:31:00 UTC,Pacific Time (US & Canada),,2023-07-18 23:56:10 UTC,research,https://www.inaturalist.org/observations/173686056,https://static.inaturalist.org/photos/301648856/medium.jpg,,"",3,0,"Washington, US",48.6521700633,-123.3309747303,,,,,true,,Orca,Orcinus orca,Orca
173756620,0eaef3f3-5067-4394-bbb1-9d98de0a3730,2023-07-11,2023-07-12 00:31:33 UTC,Pacific Time (US & Canada),"Shannon Browne, PhD, CWB",2023-07-19 12:58:15 UTC,research,https://www.inaturalist.org/observations/173756620,https://inaturalist-open-data.s3.amazonaws.com/photos/301786046/medium.jpg,,"",3,0,"Washington, US",48.2455068463,-122.9725206095,,,,,true,,Orca,Orcinus orca,Orca
173811740,f53afbb3-346c-48af-94a6-f8af6b3decd8,2011-07-05,2011-07-05 23:09:00 UTC,Pacific Time (US & Canada),,2023-07-19 18:46:34 UTC,research,https://www.inaturalist.org/observations/173811740,https://inaturalist-open-data.s3.amazonaws.com/photos/301885373/medium.jpeg,, ,3,0,United States,48.8319616905,-123.0768415614,,,,,true,,Orca,Orcinus orca,Orca
174011828,6e642589-aa26-460f-b2c8-295ead090498,2015-09-26,,Pacific Time (US & Canada),"",2023-07-20 22:31:17 UTC,research,https://www.inaturalist.org/observations/174011828,https://inaturalist-open-data.s3.amazonaws.com/photos/302257226/medium.jpeg,,,4,0,"Washington, US",48.4974194936,-122.8185286741,,,,,true,,Orca,Orcinus orca,Orca
174052603,bc76c017-5077-4ea4-94d5-dd41eb7ea56b,2023-07-14,2023-07-15 01:19:18 UTC,Pacific Time (US & Canada),Holly Becker,2023-07-21 04:57:59 UTC,research,https://www.inaturalist.org/observations/174052603,https://inaturalist-open-data.s3.amazonaws.com/photos/302336247/medium.jpeg,,"While crossing the strait in a boat, we saw several other boats including two whale watching boats and detoured to approach. Spouts, tails and flukes were visible. Turned engines off at around 300m from a group of orcas directly ahead, then spotted a second group (the other half of the pod?) approaching from starboard. The surfaced around 10-20m away, then again right next to the boat. Didn't reappear for several minutes, at a much greater distance. Very exciting! ",7,0,United States,48.831394828,-123.0788868191,,,,,true,,Orca,Orcinus orca,Orca
